|subject_category|subject_prefix|edge_type|object_category|object_prefix|provided_by|frequency
64|cell|WBbt|subclass_of|cellular component|CL||32
65|cell|http|subclass_of|cellular component|CLO||10
66|cell|CLO|subclass_of|cellular component|http||10
67|cell|MA|subclass_of|cellular component|CL||3
68|cell|CL|subclass_of|cellular component|MA||3
69|cell|CLO|subclass_of|cellular component|OBI||1
70|cell|OBI|subclass_of|cellular component|CL||1
71|cell|OBI|subclass_of|cellular component|CLO||1
72|cell|CL|subclass_of|cellular component|OBI||1
73|cell|ZFA|has_entity|phenotype|ZP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1394
74|cell|CL|has_entity|phenotype|MP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|934
75|cell|CL|has_entity|phenotype|HP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|136
76|cell|WBbt|has_entity|phenotype|WBPhenotype|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|85
77|cell|CL|has_entity|phenotype|WBPhenotype|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|28
78|cell|CL|has_entity|phenotype|MP|[]|1
79|clinical_course|MP|subclass_of|clinical_course|MP||154
80|clinical_course|HP|subclass_of|clinical_course|HP||16
81|clinical_course|MP|subclass_of|clinical_course|HP||9
82|clinical_course|HP|subclass_of|clinical_course|MP||9
83|clinical_course|WBPhenotype|subclass_of|clinical_course|WBPhenotype||2
84|clinical_course|WBPhenotype|subclass_of|clinical_course|MP||1
85|clinical_course|MP|subclass_of|clinical_course|WBPhenotype||1
86|clinical_course|MP|subclass_of|clinical_course|ZP||1
87|clinical_course|ZP|subclass_of|clinical_course|MP||1
88|clinical_course|MP|has_phenotype|snv|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|2
89|clinical_course|HP|has_phenotype|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|3
90|clinical_course|MP|has_entity|anatomical entity|UBERON|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|2
91|clinical_course|WBPhenotype|has_entity|anatomical entity|WBbt|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1
92|clinical_course|MP|has_phenotype|gene|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|10548
93|clinical_course|HP|has_phenotype|gene|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|685
94|clinical_course|HP|has_phenotype|gene|HGNC|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|322
95|clinical_course|MP|has_phenotype|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/monarch.ttl']|31
96|clinical_course|HP|has_phenotype|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|10
97|clinical_course|MP|has_phenotype|gene|MGI|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|6
98|clinical_course|MP|has_phenotype|gene|ZFIN|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|2
99|clinical_course|MP|has_phenotype|gene|RGD|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
100|clinical_course|HP|has_phenotype|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
101|clinical_course|ZP|has_phenotype|gene|ZFIN|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|1
102|clinical_course|MP|has_quality|quality|PATO|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|5
103|clinical_course|WBPhenotype|has_quality|quality|PATO|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1
104|clinical_course|ZP|has_quality|quality|PATO|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1
105|clinical_course|MP|has_phenotype|organism|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|1
106|clinical_course|MP|has_phenotype|genotype|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|1
107|clinical_course|MP|has_phenotype|sequence alteration|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|502
108|clinical_course|HP|has_phenotype|sequence alteration|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|24
109|clinical_course|MP|has_phenotype|sequence alteration|MGI|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|6
110|clinical_course|MP|has_phenotype|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|10548
111|clinical_course|HP|has_phenotype|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|685
112|clinical_course|HP|has_phenotype|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|322
113|clinical_course|MP|has_phenotype|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/monarch.ttl']|31
114|clinical_course|HP|has_phenotype|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|10
115|clinical_course|MP|has_phenotype|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|6
116|clinical_course|MP|has_phenotype|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|2
117|clinical_course|ZP|has_phenotype|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|1
118|clinical_course|MP|has_phenotype|sequence feature|RGD|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
119|clinical_course|HP|has_phenotype|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
120|clinical_course|MP|subclass_of|phenotype|MP||168
121|clinical_course|HP|subclass_of|phenotype|HP||16
122|clinical_course|MP|subclass_of|phenotype|HP||12
123|clinical_course|HP|subclass_of|phenotype|MP||10
124|clinical_course|WBPhenotype|subclass_of|phenotype|WBPhenotype||4
125|clinical_course|MP|subclass_of|phenotype|ZP||3
126|clinical_course|MP|subclass_of|phenotype|GO||2
127|clinical_course|ZP|subclass_of|phenotype|MP||1
128|clinical_course|WBPhenotype|subclass_of|phenotype|MP||1
129|clinical_course|MP|subclass_of|phenotype|WBPhenotype||1
130|clinical_course|ZP|subclass_of|phenotype|GO||1
131|clinical_course|MP|subclass_of|phenotype|UBERON||1
132|clinical_course|MP|has_phenotype|variant locus|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|502
133|clinical_course|HP|has_phenotype|variant locus|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|24
134|clinical_course|MP|has_phenotype|variant locus|MGI|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|6
135|snv|MGI|has_phenotype|clinical_course|MP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|2
136|snv|MGI|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|48
137|snv|MGI|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|24
138|molecular entity|HGNC|has_phenotype|clinical_course|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|3
139|molecular entity|HGNC|interacts_with|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
140|molecular entity|HGNC|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|477
141|molecular entity|HGNC|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|34
142|molecular entity|HGNC|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
143|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|880
144|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|139
145|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|27
146|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|7
147|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|3
148|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl']|3
149|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
150|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
151|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
152|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
153|molecular entity|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
154|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|319
155|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|134
156|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|27
157|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|7
158|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|3
159|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
160|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl']|2
161|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
162|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
163|molecular entity|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
164|molecular entity|HGNC|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|477
165|molecular entity|HGNC|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|34
166|molecular entity|HGNC|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
167|molecular entity|HGNC|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|38431
168|anatomical entity|CLO|subclass_of|cell|CLO||77698
169|anatomical entity|FBbt|subclass_of|cell|FBbt||11997
170|anatomical entity|CL|subclass_of|cell|CL||6286
171|anatomical entity|ZFA|subclass_of|cell|ZFA||1828
172|anatomical entity|FMA|subclass_of|cell|FMA||1743
173|anatomical entity|FMA|subclass_of|cell|CL||670
174|anatomical entity|CL|subclass_of|cell|FMA||670
175|anatomical entity|ZFA|subclass_of|cell|CL||443
176|anatomical entity|CL|subclass_of|cell|ZFA||443
177|anatomical entity|FBbt|subclass_of|cell|CL||332
178|anatomical entity|CL|subclass_of|cell|FBbt||332
179|anatomical entity|WBbt|subclass_of|cell|WBbt||245
180|anatomical entity|UBERON|part_of|cell|CL||170
181|anatomical entity|UBERON|subclass_of|cell|ZFA||124
182|anatomical entity|CL|subclass_of|cell|WBbt||32
183|anatomical entity|WBbt|subclass_of|cell|CL||32
184|anatomical entity|UBERON|subclass_of|cell|FBbt||19
185|anatomical entity|UBERON|subclass_of|cell|WBbt||12
186|anatomical entity|CLO|subclass_of|cell|http||10
187|anatomical entity|http|subclass_of|cell|CLO||10
188|anatomical entity|MA|subclass_of|cell|CL||3
189|anatomical entity|CL|subclass_of|cell|MA||3
190|anatomical entity|CL|subclass_of|cell|OBI||1
191|anatomical entity|UBERON|subclass_of|cell|CL||1
192|anatomical entity|CLO|subclass_of|cell|OBI||1
193|anatomical entity|UBERON|subclass_of|cell|FMA||1
194|anatomical entity|OBI|subclass_of|cell|CL||1
195|anatomical entity|OBI|subclass_of|cell|CLO||1
196|anatomical entity|UBERON|has_entity|clinical_course|MP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|2
197|anatomical entity|WBbt|has_entity|clinical_course|WBPhenotype|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1
198|anatomical entity|CLO|subclass_of|anatomical entity|CLO||77698
199|anatomical entity|UBERON|subclass_of|anatomical entity|UBERON||40552
200|anatomical entity|FBbt|subclass_of|anatomical entity|FBbt||24382
201|anatomical entity|FMA|subclass_of|anatomical entity|FMA||14452
202|anatomical entity|ZFA|subclass_of|anatomical entity|ZFA||7198
203|anatomical entity|MA|subclass_of|anatomical entity|MA||7000
204|anatomical entity|CL|subclass_of|anatomical entity|CL||6286
205|anatomical entity|UBERON|subclass_of|anatomical entity|FMA||5742
206|anatomical entity|FMA|subclass_of|anatomical entity|UBERON||5742
207|anatomical entity|NCBITaxon|subclass_of|anatomical entity|NCBITaxon||3966
208|anatomical entity|ZFA|subclass_of|anatomical entity|UBERON||3293
209|anatomical entity|UBERON|subclass_of|anatomical entity|ZFA||3293
210|anatomical entity|MA|subclass_of|anatomical entity|UBERON||3064
211|anatomical entity|UBERON|subclass_of|anatomical entity|MA||3064
212|anatomical entity|FBbt|subclass_of|anatomical entity|UBERON||712
213|anatomical entity|UBERON|subclass_of|anatomical entity|FBbt||712
214|anatomical entity|UBERON|part_of|anatomical entity|UBERON||684
215|anatomical entity|FMA|subclass_of|anatomical entity|CL||670
216|anatomical entity|CL|subclass_of|anatomical entity|FMA||670
217|anatomical entity|ZFA|subclass_of|anatomical entity|CL||443
218|anatomical entity|CL|subclass_of|anatomical entity|ZFA||443
219|anatomical entity|WBbt|subclass_of|anatomical entity|WBbt||422
220|anatomical entity|CL|subclass_of|anatomical entity|FBbt||332
221|anatomical entity|FBbt|subclass_of|anatomical entity|CL||332
222|anatomical entity|CL|part_of|anatomical entity|UBERON||170
223|anatomical entity|UBERON|part_of|anatomical entity|CL||170
224|anatomical entity|WBbt|subclass_of|anatomical entity|UBERON||64
225|anatomical entity|UBERON|subclass_of|anatomical entity|WBbt||64
226|anatomical entity|CL|subclass_of|anatomical entity|WBbt||32
227|anatomical entity|WBbt|subclass_of|anatomical entity|CL||32
228|anatomical entity|OBO|subclass_of|anatomical entity|UBERON||18
229|anatomical entity|UBERON|subclass_of|anatomical entity|OBO||18
230|anatomical entity|ERO|subclass_of|anatomical entity|ERO||12
231|anatomical entity|http|subclass_of|anatomical entity|CLO||10
232|anatomical entity|CLO|subclass_of|anatomical entity|http||10
233|anatomical entity|FBbt|part_of|anatomical entity|FBbt||6
234|anatomical entity|MA|subclass_of|anatomical entity|CL||3
235|anatomical entity|CL|subclass_of|anatomical entity|MA||3
236|anatomical entity|ERO|subclass_of|anatomical entity|NCBITaxon||2
237|anatomical entity|NCBITaxon|subclass_of|anatomical entity|ERO||2
238|anatomical entity|CLO|subclass_of|anatomical entity|OBI||1
239|anatomical entity|UBERON|subclass_of|anatomical entity|_||1
240|anatomical entity|CL|subclass_of|anatomical entity|UBERON||1
241|anatomical entity|UBERON|part_of|anatomical entity|FMA||1
242|anatomical entity|FMA|part_of|anatomical entity|UBERON||1
243|anatomical entity|UBERON|subclass_of|anatomical entity|NCBITaxon||1
244|anatomical entity|CL|subclass_of|anatomical entity|OBI||1
245|anatomical entity|OBI|subclass_of|anatomical entity|CLO||1
246|anatomical entity|OBI|subclass_of|anatomical entity|CL||1
247|anatomical entity|_|subclass_of|anatomical entity|UBERON||1
248|anatomical entity|NCBITaxon|subclass_of|anatomical entity|UBERON||1
249|anatomical entity|UBERON|subclass_of|anatomical entity|CL||1
250|anatomical entity|CL|has_entity|quality|MP|[]|1
251|anatomical entity|CLO|subclass_of|cellular component|CLO||77698
252|anatomical entity|FBbt|subclass_of|cellular component|FBbt||11997
253|anatomical entity|CL|subclass_of|cellular component|CL||6286
254|anatomical entity|ZFA|subclass_of|cellular component|ZFA||1828
255|anatomical entity|FMA|subclass_of|cellular component|FMA||1743
256|anatomical entity|FMA|subclass_of|cellular component|CL||670
257|anatomical entity|CL|subclass_of|cellular component|FMA||670
258|anatomical entity|ZFA|subclass_of|cellular component|CL||443
259|anatomical entity|CL|subclass_of|cellular component|ZFA||443
260|anatomical entity|FBbt|subclass_of|cellular component|CL||332
261|anatomical entity|CL|subclass_of|cellular component|FBbt||332
262|anatomical entity|WBbt|subclass_of|cellular component|WBbt||245
263|anatomical entity|UBERON|part_of|cellular component|CL||170
264|anatomical entity|UBERON|subclass_of|cellular component|ZFA||124
265|anatomical entity|CL|subclass_of|cellular component|WBbt||32
266|anatomical entity|WBbt|subclass_of|cellular component|CL||32
267|anatomical entity|UBERON|subclass_of|cellular component|FBbt||19
268|anatomical entity|UBERON|subclass_of|cellular component|WBbt||12
269|anatomical entity|http|subclass_of|cellular component|CLO||10
270|anatomical entity|CLO|subclass_of|cellular component|http||10
271|anatomical entity|UBERON|subclass_of|cellular component|UBERON||4
272|anatomical entity|MA|subclass_of|cellular component|CL||3
273|anatomical entity|CL|subclass_of|cellular component|MA||3
274|anatomical entity|CL|subclass_of|cellular component|OBI||1
275|anatomical entity|UBERON|subclass_of|cellular component|CL||1
276|anatomical entity|CLO|subclass_of|cellular component|OBI||1
277|anatomical entity|UBERON|subclass_of|cellular component|FMA||1
278|anatomical entity|UBERON|part_of|cellular component|UBERON||1
279|anatomical entity|OBI|subclass_of|cellular component|CL||1
280|anatomical entity|OBI|subclass_of|cellular component|CLO||1
281|anatomical entity|ZFA|has_entity|phenotype|ZP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|8809
282|anatomical entity|UBERON|has_entity|phenotype|MP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|4028
283|anatomical entity|UBERON|has_entity|phenotype|HP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|3740
284|anatomical entity|CL|has_entity|phenotype|MP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|934
285|anatomical entity|FBbt|subclass_of|phenotype|FBbt||661
286|anatomical entity|WBbt|has_entity|phenotype|WBPhenotype|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|268
287|anatomical entity|CL|has_entity|phenotype|HP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|136
288|anatomical entity|UBERON|subclass_of|phenotype|FBbt||103
289|anatomical entity|CL|has_entity|phenotype|WBPhenotype|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|28
290|anatomical entity|FBbt|subclass_of|phenotype|UPHENO||1
291|anatomical entity|CL|has_entity|phenotype|MP|[]|1
292|inheritance|HP|subclass_of|phenotype|HP||1
293|gene|MGI|has_phenotype|clinical_course|MP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|10548
294|gene|MGI|has_phenotype|clinical_course|HP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|685
295|gene|HGNC|has_phenotype|clinical_course|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|322
296|gene|NCBIGene|has_phenotype|clinical_course|MP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|31
297|gene|NCBIGene|has_phenotype|clinical_course|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|10
298|gene|MGI|has_phenotype|clinical_course|MP|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|6
299|gene|ZFIN|has_phenotype|clinical_course|MP|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|2
300|gene|RGD|has_phenotype|clinical_course|MP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
301|gene|NCBIGene|has_phenotype|clinical_course|HP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
302|gene|ZFIN|has_phenotype|clinical_course|ZP|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|1
303|gene|HGNC|interacts_with|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|477
304|gene|HGNC|interacts_with|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|34
305|gene|MGI|interacts_with|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
306|gene|MGI|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|1558545
307|gene|HGNC|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|1294801
308|gene|RGD|interacts_with|gene|RGD|['https://data.monarchinitiative.org/ttl/string.ttl']|988592
309|gene|ZFIN|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl']|793313
310|gene|FlyBase|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/string.ttl']|520751
311|gene|HGNC|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|485128
312|gene|WormBase|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl']|450963
313|gene|RGD|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|101540
314|gene|ENSEMBL|interacts_with|gene|RGD|['https://data.monarchinitiative.org/ttl/string.ttl']|101540
315|gene|FlyBase|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|94256
316|gene|HGNC|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|76479
317|gene|ENSEMBL|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|69489
318|gene|HGNC|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|32482
319|gene|MGI|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|29884
320|gene|MGI|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|19849
321|gene|HGNC|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|19849
322|gene|ZFIN|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|13718
323|gene|ENSEMBL|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl']|13718
324|gene|FlyBase|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|13112
325|gene|WormBase|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|12968
326|gene|FlyBase|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|10508
327|gene|ENSEMBL|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/string.ttl']|10508
328|gene|NCBIGene|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl']|8566
329|gene|ZFIN|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|8566
330|gene|FlyBase|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|8550
331|gene|MGI|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|4408
