|subject_category|subject_prefix|edge_type|relation|object_category|object_prefix|negated|frequency
54|cell_component|UMLS|location_of|semmeddb:location_of|biological_entity|UMLS|True|759
55|cell_component|UMLS|affects|semmeddb:affects|biological_entity|UMLS|True|625
56|cell_component|UMLS|part_of|semmeddb:part_of|biological_entity|UMLS|True|530
57|cell_component|UMLS|coexists_with|semmeddb:coexists_with|biological_entity|UMLS|False|252
58|cell_component|UMLS|interacts_with|semmeddb:interacts_with|biological_entity|UMLS|False|99
59|cell_component|UMLS|produces|semmeddb:produces|biological_entity|UMLS|True|77
60|cell_component|UMLS|positively_regulates|semmeddb:positively_regulates|biological_entity|UMLS|False|29
61|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|biological_entity|UMLS|False|11
62|cell_component|UMLS|subclass_of|semmeddb:subclass_of|biological_entity|UMLS|False|10
63|cell_component|UMLS|interacts_with|semmeddb:interacts_with|biological_entity|UMLS|True|4
64|cell_component|UMLS|coexists_with|semmeddb:coexists_with|biological_entity|UMLS|True|3
65|cell_component|UMLS|derives_into|semmeddb:derives_into|biological_entity|UMLS|False|2
66|cell_component|UMLS|affects|semmeddb:affects|activity_and_behavior|UMLS|False|67
67|cell_component|UMLS|location_of|semmeddb:location_of|activity_and_behavior|UMLS|False|23
68|cell_component|UMLS|affects|semmeddb:affects|activity_and_behavior|UMLS|True|9
69|cell_component|UMLS|produces|semmeddb:produces|activity_and_behavior|UMLS|False|9
70|cell_component|UMLS|related_to|semmeddb:related_to|activity_and_behavior|UMLS|False|8
71|cell_component|UMLS|part_of|semmeddb:part_of|gross_anatomical_structure|UMLS|False|14806
72|cell_component|UMLS|location_of|semmeddb:location_of|gross_anatomical_structure|UMLS|False|811
73|cell_component|UMLS|part_of|semmeddb:part_of|gross_anatomical_structure|UMLS|True|155
74|cell_component|UMLS|affects|semmeddb:affects|gross_anatomical_structure|UMLS|False|58
75|cell_component|UMLS|location_of|semmeddb:location_of|gross_anatomical_structure|UMLS|True|17
76|cell_component|UMLS|produces|semmeddb:produces|gross_anatomical_structure|UMLS|False|1
77|cell_component|UMLS|affects|semmeddb:affects|gross_anatomical_structure|UMLS|True|1
78|cell_component|UMLS|part_of|semmeddb:part_of|genomic_entity|UMLS|False|839
79|cell_component|UMLS|location_of|semmeddb:location_of|genomic_entity|UMLS|False|755
80|cell_component|UMLS|affects|semmeddb:affects|genomic_entity|UMLS|False|237
81|cell_component|UMLS|coexists_with|semmeddb:coexists_with|genomic_entity|UMLS|False|149
82|cell_component|UMLS|subclass_of|semmeddb:subclass_of|genomic_entity|UMLS|False|21
83|cell_component|UMLS|produces|semmeddb:produces|genomic_entity|UMLS|False|19
84|cell_component|UMLS|part_of|semmeddb:part_of|genomic_entity|UMLS|True|18
85|cell_component|UMLS|location_of|semmeddb:location_of|genomic_entity|UMLS|True|15
86|cell_component|UMLS|affects|semmeddb:affects|genomic_entity|UMLS|True|8
87|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|genomic_entity|UMLS|False|6
88|cell_component|UMLS|positively_regulates|semmeddb:positively_regulates|genomic_entity|UMLS|False|6
89|cell_component|UMLS|derives_into|semmeddb:derives_into|genomic_entity|UMLS|False|5
90|cell_component|UMLS|related_to|semmeddb:related_to|genomic_entity|UMLS|False|1
91|cell_component|UMLS|interacts_with|semmeddb:interacts_with|genomic_entity|UMLS|False|1
92|cell_component|UMLS|coexists_with|semmeddb:coexists_with|genomic_entity|UMLS|True|1
93|cell_component|UMLS|location_of|semmeddb:location_of|chemical_substance|UMLS|False|37391
94|cell_component|UMLS|affects|semmeddb:affects|chemical_substance|UMLS|False|16977
95|cell_component|UMLS|part_of|semmeddb:part_of|chemical_substance|UMLS|False|11311
96|cell_component|UMLS|produces|semmeddb:produces|chemical_substance|UMLS|False|2390
97|cell_component|UMLS|affects|semmeddb:affects|chemical_substance|UMLS|True|1177
98|cell_component|UMLS|location_of|semmeddb:location_of|chemical_substance|UMLS|True|516
99|cell_component|UMLS|part_of|semmeddb:part_of|chemical_substance|UMLS|True|247
100|cell_component|UMLS|coexists_with|semmeddb:coexists_with|chemical_substance|UMLS|False|200
101|cell_component|UMLS|produces|semmeddb:produces|chemical_substance|UMLS|True|73
102|cell_component|UMLS|interacts_with|semmeddb:interacts_with|chemical_substance|UMLS|False|22
103|cell_component|UMLS|positively_regulates|semmeddb:positively_regulates|chemical_substance|UMLS|False|15
104|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|chemical_substance|UMLS|False|12
105|cell_component|UMLS|derives_into|semmeddb:derives_into|chemical_substance|UMLS|False|4
106|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|chemical_substance|UMLS|True|3
107|cell_component|UMLS|coexists_with|semmeddb:coexists_with|chemical_substance|UMLS|True|2
108|cell_component|UMLS|subclass_of|semmeddb:subclass_of|chemical_substance|UMLS|False|1
109|cell_component|UMLS|interacts_with|semmeddb:interacts_with|chemical_substance|UMLS|True|1
110|cell_component|UMLS|part_of|semmeddb:part_of|cell|UMLS|False|13741
111|cell_component|UMLS|location_of|semmeddb:location_of|cell|UMLS|False|415
112|cell_component|UMLS|part_of|semmeddb:part_of|cell|UMLS|True|287
113|cell_component|UMLS|affects|semmeddb:affects|cell|UMLS|False|16
114|cell_component|UMLS|produces|semmeddb:produces|cell|UMLS|False|14
115|cell_component|UMLS|location_of|semmeddb:location_of|cell|UMLS|True|6
116|cell_component|UMLS|affects|semmeddb:affects|cell|UMLS|True|2
117|cell_component|UMLS|location_of|semmeddb:location_of|protein|UMLS|False|21289
118|cell_component|UMLS|part_of|semmeddb:part_of|protein|UMLS|False|13046
119|cell_component|UMLS|affects|semmeddb:affects|protein|UMLS|False|5449
120|cell_component|UMLS|produces|semmeddb:produces|protein|UMLS|False|952
121|cell_component|UMLS|location_of|semmeddb:location_of|protein|UMLS|True|382
122|cell_component|UMLS|affects|semmeddb:affects|protein|UMLS|True|253
123|cell_component|UMLS|part_of|semmeddb:part_of|protein|UMLS|True|176
124|cell_component|UMLS|coexists_with|semmeddb:coexists_with|protein|UMLS|False|76
125|cell_component|UMLS|interacts_with|semmeddb:interacts_with|protein|UMLS|False|35
126|cell_component|UMLS|produces|semmeddb:produces|protein|UMLS|True|33
127|cell_component|UMLS|positively_regulates|semmeddb:positively_regulates|protein|UMLS|False|14
128|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|protein|UMLS|False|10
129|cell_component|UMLS|location_of|semmeddb:location_of|gene|UMLS|False|60618
130|cell_component|UMLS|part_of|semmeddb:part_of|gene|UMLS|False|38554
131|cell_component|UMLS|affects|semmeddb:affects|gene|UMLS|False|15661
132|cell_component|UMLS|produces|semmeddb:produces|gene|UMLS|False|3133
133|cell_component|UMLS|coexists_with|semmeddb:coexists_with|gene|UMLS|False|2130
134|cell_component|UMLS|location_of|semmeddb:location_of|gene|UMLS|True|928
135|cell_component|UMLS|affects|semmeddb:affects|gene|UMLS|True|679
136|cell_component|UMLS|interacts_with|semmeddb:interacts_with|gene|UMLS|False|664
137|cell_component|UMLS|part_of|semmeddb:part_of|gene|UMLS|True|651
138|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|gene|UMLS|False|136
139|cell_component|UMLS|produces|semmeddb:produces|gene|UMLS|True|102
140|cell_component|UMLS|positively_regulates|semmeddb:positively_regulates|gene|UMLS|False|98
141|cell_component|UMLS|subclass_of|semmeddb:subclass_of|gene|UMLS|False|53
142|cell_component|UMLS|interacts_with|semmeddb:interacts_with|gene|UMLS|True|32
143|cell_component|UMLS|coexists_with|semmeddb:coexists_with|gene|UMLS|True|20
144|cell_component|UMLS|derives_into|semmeddb:derives_into|gene|UMLS|False|10
145|cell_component|UMLS|negatively_regulates|semmeddb:negatively_regulates|gene|UMLS|True|3
146|cell_component|UMLS|positively_regulates|semmeddb:positively_regulates|gene|UMLS|True|2
147|cell_component|UMLS|location_of|semmeddb:location_of|phenotypic_feature|UMLS|False|33
148|cell_component|UMLS|part_of|semmeddb:part_of|phenotypic_feature|UMLS|False|15
149|cell_component|UMLS|affects|semmeddb:affects|phenotypic_feature|UMLS|False|7
150|cell_component|UMLS|affects|semmeddb:affects|phenotypic_feature|UMLS|True|1
151|cell_component|UMLS|produces|semmeddb:produces|phenotypic_feature|UMLS|False|1
152|biological_process_or_activity|UMLS|affects|semmeddb:affects|cell_component|UMLS|False|8935
153|biological_process_or_activity|UMLS|affects|semmeddb:affects|cell_component|UMLS|True|515
154|biological_process_or_activity|UMLS|produces|semmeddb:produces|cell_component|UMLS|False|375
155|biological_process_or_activity|UMLS|location_of|semmeddb:location_of|cell_component|UMLS|False|244
156|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|cell_component|UMLS|False|23
157|biological_process_or_activity|UMLS|produces|semmeddb:produces|cell_component|UMLS|True|14
158|biological_process_or_activity|UMLS|causes|semmeddb:causes|cell_component|UMLS|False|8
159|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|cell_component|UMLS|False|4
160|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|cell_component|UMLS|False|4
161|biological_process_or_activity|UMLS|location_of|semmeddb:location_of|cell_component|UMLS|True|4
162|biological_process_or_activity|UMLS|affects|semmeddb:affects|biological_process_or_activity|UMLS|False|83712
163|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|biological_process_or_activity|UMLS|False|67820
164|biological_process_or_activity|UMLS|causes|semmeddb:causes|biological_process_or_activity|UMLS|False|19646
165|biological_process_or_activity|UMLS|subclass_of|semmeddb:subclass_of|biological_process_or_activity|UMLS|False|9174
166|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|biological_process_or_activity|UMLS|False|7526
167|biological_process_or_activity|UMLS|affects|semmeddb:affects|biological_process_or_activity|UMLS|True|6140
168|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|biological_process_or_activity|UMLS|True|2446
169|biological_process_or_activity|UMLS|causes|semmeddb:causes|biological_process_or_activity|UMLS|True|1132
170|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|biological_process_or_activity|UMLS|False|78
171|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|biological_process_or_activity|UMLS|True|44
172|biological_process_or_activity|UMLS|produces|semmeddb:produces|biological_process_or_activity|UMLS|False|22
173|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|biological_process_or_activity|UMLS|False|18
174|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|biological_process_or_activity|UMLS|False|14
175|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|biological_process_or_activity|UMLS|True|6
176|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|biological_process_or_activity|UMLS|False|6
177|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|biological_process_or_activity|UMLS|False|4
178|biological_process_or_activity|UMLS|produces|semmeddb:produces|anatomical_entity|UMLS|False|714
179|biological_process_or_activity|UMLS|location_of|semmeddb:location_of|anatomical_entity|UMLS|False|206
180|biological_process_or_activity|UMLS|affects|semmeddb:affects|anatomical_entity|UMLS|False|167
181|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|anatomical_entity|UMLS|False|154
182|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|anatomical_entity|UMLS|False|42
183|biological_process_or_activity|UMLS|causes|semmeddb:causes|anatomical_entity|UMLS|False|31
184|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|anatomical_entity|UMLS|False|28
185|biological_process_or_activity|UMLS|produces|semmeddb:produces|anatomical_entity|UMLS|True|25
186|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|anatomical_entity|UMLS|False|13
187|biological_process_or_activity|UMLS|affects|semmeddb:affects|anatomical_entity|UMLS|True|9
188|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|anatomical_entity|UMLS|True|6
189|biological_process_or_activity|UMLS|location_of|semmeddb:location_of|anatomical_entity|UMLS|True|2
190|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|anatomical_entity|UMLS|False|1
191|biological_process_or_activity|UMLS|subclass_of|semmeddb:subclass_of|anatomical_entity|UMLS|False|1
192|biological_process_or_activity|UMLS|causes|semmeddb:causes|anatomical_entity|UMLS|True|1
193|biological_process_or_activity|UMLS|affects|semmeddb:affects|disease_or_phenotypic_feature|UMLS|False|88481
194|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|disease_or_phenotypic_feature|UMLS|False|31066
195|biological_process_or_activity|UMLS|causes|semmeddb:causes|disease_or_phenotypic_feature|UMLS|False|18365
196|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|disease_or_phenotypic_feature|UMLS|False|11267
197|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|disease_or_phenotypic_feature|UMLS|False|7572
198|biological_process_or_activity|UMLS|affects|semmeddb:affects|disease_or_phenotypic_feature|UMLS|True|5260
199|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|disease_or_phenotypic_feature|UMLS|True|1309
200|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|disease_or_phenotypic_feature|UMLS|False|1190
201|biological_process_or_activity|UMLS|causes|semmeddb:causes|disease_or_phenotypic_feature|UMLS|True|752
202|biological_process_or_activity|UMLS|treats|semmeddb:treats|disease_or_phenotypic_feature|UMLS|False|444
203|biological_process_or_activity|UMLS|predisposes|semmeddb:predisposes|disease_or_phenotypic_feature|UMLS|False|365
204|biological_process_or_activity|UMLS|subclass_of|semmeddb:subclass_of|disease_or_phenotypic_feature|UMLS|False|272
205|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|disease_or_phenotypic_feature|UMLS|True|270
206|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|disease_or_phenotypic_feature|UMLS|True|147
207|biological_process_or_activity|UMLS|prevents|semmeddb:prevents|disease_or_phenotypic_feature|UMLS|False|68
208|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|disease_or_phenotypic_feature|UMLS|False|60
209|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|disease_or_phenotypic_feature|UMLS|False|29
210|biological_process_or_activity|UMLS|produces|semmeddb:produces|disease_or_phenotypic_feature|UMLS|False|25
211|biological_process_or_activity|UMLS|predisposes|semmeddb:predisposes|disease_or_phenotypic_feature|UMLS|True|15
212|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|disease_or_phenotypic_feature|UMLS|True|14
213|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|disease_or_phenotypic_feature|UMLS|False|9
214|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|disease_or_phenotypic_feature|UMLS|False|6
215|biological_process_or_activity|UMLS|treats|semmeddb:treats|disease_or_phenotypic_feature|UMLS|True|5
216|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|disease_or_phenotypic_feature|UMLS|True|3
217|biological_process_or_activity|UMLS|produces|semmeddb:produces|disease_or_phenotypic_feature|UMLS|True|1
218|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|disease_or_phenotypic_feature|UMLS|True|1
219|biological_process_or_activity|UMLS|affects|semmeddb:affects|biological_entity|UMLS|False|172043
220|biological_process_or_activity|UMLS|causes|semmeddb:causes|biological_entity|UMLS|False|22928
221|biological_process_or_activity|UMLS|produces|semmeddb:produces|biological_entity|UMLS|False|15144
222|biological_process_or_activity|UMLS|affects|semmeddb:affects|biological_entity|UMLS|True|13883
223|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|biological_entity|UMLS|False|1900
224|biological_process_or_activity|UMLS|causes|semmeddb:causes|biological_entity|UMLS|True|1256
225|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|biological_entity|UMLS|False|410
226|biological_process_or_activity|UMLS|produces|semmeddb:produces|biological_entity|UMLS|True|410
227|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|biological_entity|UMLS|False|191
228|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|biological_entity|UMLS|False|124
229|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|biological_entity|UMLS|True|110
230|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|biological_entity|UMLS|False|71
231|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|biological_entity|UMLS|True|13
232|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|biological_entity|UMLS|True|9
233|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|biological_entity|UMLS|True|6
234|biological_process_or_activity|UMLS|derives_into|semmeddb:derives_into|biological_entity|UMLS|False|4
235|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|biological_entity|UMLS|False|4
236|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|biological_entity|UMLS|True|2
237|biological_process_or_activity|UMLS|subclass_of|semmeddb:subclass_of|biological_entity|UMLS|False|2
238|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|biological_entity|UMLS|False|2
239|biological_process_or_activity|UMLS|affects|semmeddb:affects|activity_and_behavior|UMLS|False|1613
240|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|activity_and_behavior|UMLS|False|892
241|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|activity_and_behavior|UMLS|False|224
242|biological_process_or_activity|UMLS|affects|semmeddb:affects|activity_and_behavior|UMLS|True|159
243|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|activity_and_behavior|UMLS|True|46
244|biological_process_or_activity|UMLS|subclass_of|semmeddb:subclass_of|activity_and_behavior|UMLS|False|39
245|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|activity_and_behavior|UMLS|False|34
246|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|activity_and_behavior|UMLS|False|12
247|biological_process_or_activity|UMLS|causes|semmeddb:causes|activity_and_behavior|UMLS|False|7
248|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|activity_and_behavior|UMLS|True|2
249|biological_process_or_activity|UMLS|produces|semmeddb:produces|activity_and_behavior|UMLS|False|1
250|biological_process_or_activity|UMLS|causes|semmeddb:causes|activity_and_behavior|UMLS|True|1
251|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|activity_and_behavior|UMLS|False|1
252|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|activity_and_behavior|UMLS|True|1
253|biological_process_or_activity|UMLS|location_of|semmeddb:location_of|gross_anatomical_structure|UMLS|False|940
254|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|gross_anatomical_structure|UMLS|False|292
255|biological_process_or_activity|UMLS|affects|semmeddb:affects|gross_anatomical_structure|UMLS|False|248
256|biological_process_or_activity|UMLS|affects|semmeddb:affects|gross_anatomical_structure|UMLS|True|26
257|biological_process_or_activity|UMLS|location_of|semmeddb:location_of|gross_anatomical_structure|UMLS|True|23
258|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|gross_anatomical_structure|UMLS|False|19
259|biological_process_or_activity|UMLS|produces|semmeddb:produces|gross_anatomical_structure|UMLS|False|15
260|biological_process_or_activity|UMLS|causes|semmeddb:causes|gross_anatomical_structure|UMLS|False|9
261|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|gross_anatomical_structure|UMLS|False|5
262|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|gross_anatomical_structure|UMLS|False|2
263|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|gross_anatomical_structure|UMLS|True|2
264|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|gross_anatomical_structure|UMLS|True|1
265|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|gross_anatomical_structure|UMLS|True|1
266|biological_process_or_activity|UMLS|affects|semmeddb:affects|genomic_entity|UMLS|False|1684
267|biological_process_or_activity|UMLS|affects|semmeddb:affects|genomic_entity|UMLS|True|94
268|biological_process_or_activity|UMLS|produces|semmeddb:produces|genomic_entity|UMLS|False|57
269|biological_process_or_activity|UMLS|causes|semmeddb:causes|genomic_entity|UMLS|False|43
270|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|genomic_entity|UMLS|False|30
271|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|genomic_entity|UMLS|False|5
272|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|genomic_entity|UMLS|False|2
273|biological_process_or_activity|UMLS|manifestation_of|semmeddb:manifestation_of|genomic_entity|UMLS|False|2
274|biological_process_or_activity|UMLS|produces|semmeddb:produces|genomic_entity|UMLS|True|1
275|biological_process_or_activity|UMLS|causes|semmeddb:causes|genomic_entity|UMLS|True|1
276|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|genomic_entity|UMLS|False|1
277|biological_process_or_activity|UMLS|affects|semmeddb:affects|chemical_substance|UMLS|False|241725
278|biological_process_or_activity|UMLS|affects|semmeddb:affects|chemical_substance|UMLS|True|25690
279|biological_process_or_activity|UMLS|causes|semmeddb:causes|chemical_substance|UMLS|False|23902
280|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|chemical_substance|UMLS|False|13370
281|biological_process_or_activity|UMLS|produces|semmeddb:produces|chemical_substance|UMLS|False|6102
282|biological_process_or_activity|UMLS|causes|semmeddb:causes|chemical_substance|UMLS|True|1337
283|biological_process_or_activity|UMLS|negatively_regulates|semmeddb:negatively_regulates|chemical_substance|UMLS|True|800
284|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|chemical_substance|UMLS|False|478
285|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|chemical_substance|UMLS|False|399
286|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|chemical_substance|UMLS|False|317
287|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|chemical_substance|UMLS|False|253
288|biological_process_or_activity|UMLS|produces|semmeddb:produces|chemical_substance|UMLS|True|186
289|biological_process_or_activity|UMLS|subclass_of|semmeddb:subclass_of|chemical_substance|UMLS|False|57
290|biological_process_or_activity|UMLS|related_to|semmeddb:related_to|chemical_substance|UMLS|True|22
291|biological_process_or_activity|UMLS|positively_regulates|semmeddb:positively_regulates|chemical_substance|UMLS|True|19
292|biological_process_or_activity|UMLS|interacts_with|semmeddb:interacts_with|chemical_substance|UMLS|True|15
293|biological_process_or_activity|UMLS|derives_into|semmeddb:derives_into|chemical_substance|UMLS|False|10
294|biological_process_or_activity|UMLS|precedes|semmeddb:precedes|chemical_substance|UMLS|False|5
295|biological_process_or_activity|UMLS|coexists_with|semmeddb:coexists_with|chemical_substance|UMLS|True|5
296|biological_process_or_activity|UMLS|part_of|semmeddb:part_of|chemical_substance|UMLS|False|2
