|subject_category|subject_prefix|edge_type|relation|object_category|object_prefix|negated|frequency
28|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|FMA||670
29|cellular component|FMA|subclass_of|owl:subClassOf|anatomical entity|CL||670
30|cellular component|ZFA|subclass_of|owl:subClassOf|anatomical entity|CL||443
31|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|ZFA||443
32|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|FBbt||332
33|cellular component|FBbt|subclass_of|owl:subClassOf|anatomical entity|CL||332
34|cellular component|WBbt|subclass_of|owl:subClassOf|anatomical entity|WBbt||245
35|cellular component|CL|part_of|BFO:0000051|anatomical entity|UBERON||170
36|cellular component|ZFA|subclass_of|owl:subClassOf|anatomical entity|UBERON||124
37|cellular component|WBbt|subclass_of|owl:subClassOf|anatomical entity|CL||32
38|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|WBbt||32
39|cellular component|FBbt|subclass_of|owl:subClassOf|anatomical entity|UBERON||19
40|cellular component|WBbt|subclass_of|owl:subClassOf|anatomical entity|UBERON||12
41|cellular component|CLO|subclass_of|owl:subClassOf|anatomical entity|http||10
42|cellular component|http|subclass_of|owl:subClassOf|anatomical entity|CLO||10
43|cellular component|UBERON|subclass_of|owl:subClassOf|anatomical entity|UBERON||4
44|cellular component|MA|subclass_of|owl:subClassOf|anatomical entity|CL||3
45|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|MA||3
46|cellular component|OBI|subclass_of|owl:subClassOf|anatomical entity|CLO||1
47|cellular component|UBERON|part_of|BFO:0000051|anatomical entity|UBERON||1
48|cellular component|FMA|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
49|cellular component|OBI|subclass_of|owl:subClassOf|anatomical entity|CL||1
50|cellular component|CLO|subclass_of|owl:subClassOf|anatomical entity|OBI||1
51|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|OBI||1
52|cellular component|CL|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
53|cellular component|CLO|subclass_of|owl:subClassOf|cell|CLO||77698
54|cellular component|FBbt|subclass_of|owl:subClassOf|cell|FBbt||11880
55|cellular component|CL|subclass_of|owl:subClassOf|cell|CL||6286
56|cellular component|ZFA|subclass_of|owl:subClassOf|cell|ZFA||1824
57|cellular component|FMA|subclass_of|owl:subClassOf|cell|FMA||1742
58|cellular component|FMA|subclass_of|owl:subClassOf|cell|CL||670
59|cellular component|CL|subclass_of|owl:subClassOf|cell|FMA||670
60|cellular component|CL|subclass_of|owl:subClassOf|cell|ZFA||443
61|cellular component|ZFA|subclass_of|owl:subClassOf|cell|CL||443
62|cellular component|CL|subclass_of|owl:subClassOf|cell|FBbt||332
63|cellular component|FBbt|subclass_of|owl:subClassOf|cell|CL||332
64|cellular component|WBbt|subclass_of|owl:subClassOf|cell|WBbt||232
65|cellular component|WBbt|subclass_of|owl:subClassOf|cell|CL||32
66|cellular component|CL|subclass_of|owl:subClassOf|cell|WBbt||32
67|cellular component|http|subclass_of|owl:subClassOf|cell|CLO||10
68|cellular component|CLO|subclass_of|owl:subClassOf|cell|http||10
69|cellular component|MA|subclass_of|owl:subClassOf|cell|CL||3
70|cellular component|CL|subclass_of|owl:subClassOf|cell|MA||3
71|cellular component|OBI|subclass_of|owl:subClassOf|cell|CL||1
72|cellular component|OBI|subclass_of|owl:subClassOf|cell|CLO||1
73|cellular component|CLO|subclass_of|owl:subClassOf|cell|OBI||1
74|cellular component|CL|subclass_of|owl:subClassOf|cell|OBI||1
75|cellular component|CL|has_entity|has_entity|quality|MP||1
76|cellular component|ZFA|has_entity|has_entity|phenotype|ZP||1394
77|cellular component|CL|has_entity|has_entity|phenotype|MP||935
78|cellular component|CL|has_entity|has_entity|phenotype|HP||136
79|cellular component|WBbt|has_entity|has_entity|phenotype|WBPhenotype||85
80|cellular component|CL|has_entity|has_entity|phenotype|WBPhenotype||28
81|organism|MGI|has_phenotype|RO:0002200|clinical_course|MP||1
82|organism|MGI|has_phenotype|RO:0002200|phenotype|MP||15
83|organism|MGI|has_phenotype|RO:0002200|phenotype|HP||6
84|organism|MGI|has_phenotype|RO:0002200|phenotype|GO||2
85|gene|HGNC|interacts_with|RO:0002434|gene|HGNC||1888890
86|gene|MGI|interacts_with|RO:0002434|gene|MGI||1596746
87|gene|RGD|interacts_with|RO:0002434|gene|RGD||988592
88|gene|ZFIN|interacts_with|RO:0002434|gene|ZFIN||793739
89|gene|FlyBase|interacts_with|RO:0002434|gene|FlyBase||636669
90|gene|WormBase|interacts_with|RO:0002434|gene|WormBase||466907
91|gene|ENSEMBL|interacts_with|RO:0002434|gene|RGD||101540
92|gene|RGD|interacts_with|RO:0002434|gene|ENSEMBL||101540
93|gene|ENSEMBL|interacts_with|RO:0002434|gene|ENSEMBL||69489
94|gene|HGNC|interacts_with|RO:0002434|gene|MGI||19849
95|gene|MGI|interacts_with|RO:0002434|gene|HGNC||19849
96|gene|ZFIN|interacts_with|RO:0002434|gene|ENSEMBL||13718
97|gene|ENSEMBL|interacts_with|RO:0002434|gene|ZFIN||13718
98|gene|FlyBase|interacts_with|RO:0002434|gene|ENSEMBL||10508
99|gene|ENSEMBL|interacts_with|RO:0002434|gene|FlyBase||10508
100|gene|NCBIGene|interacts_with|RO:0002434|gene|ZFIN||8567
101|gene|ZFIN|interacts_with|RO:0002434|gene|NCBIGene||8567
102|gene|RGD|interacts_with|RO:0002434|gene|NCBIGene||1618
103|gene|NCBIGene|interacts_with|RO:0002434|gene|RGD||1618
104|gene|NCBIGene|interacts_with|RO:0002434|gene|WormBase||1229
105|gene|WormBase|interacts_with|RO:0002434|gene|NCBIGene||1229
106|gene|WormBase|interacts_with|RO:0002434|gene|ENSEMBL||994
107|gene|ENSEMBL|interacts_with|RO:0002434|gene|WormBase||994
108|gene|ENSEMBL|interacts_with|RO:0002434|gene|MGI||712
109|gene|MGI|interacts_with|RO:0002434|gene|ENSEMBL||712
110|gene|NCBIGene|interacts_with|RO:0002434|gene|ENSEMBL||688
111|gene|ENSEMBL|interacts_with|RO:0002434|gene|NCBIGene||688
112|gene|HGNC|interacts_with|RO:0002434|gene|ENSEMBL||602
113|gene|ENSEMBL|interacts_with|RO:0002434|gene|HGNC||602
114|gene|NCBIGene|interacts_with|RO:0002434|gene|NCBIGene||401
115|gene|HGNC|interacts_with|RO:0002434|gene|NCBIGene||218
116|gene|NCBIGene|interacts_with|RO:0002434|gene|HGNC||218
117|gene|MGI|interacts_with|RO:0002434|gene|NCBIGene||164
118|gene|NCBIGene|interacts_with|RO:0002434|gene|MGI||164
119|gene|HGNC|interacts_with|RO:0002434|gene|FlyBase||117
120|gene|FlyBase|interacts_with|RO:0002434|gene|HGNC||117
121|gene|HGNC|interacts_with|RO:0002434|gene|WormBase||49
122|gene|WormBase|interacts_with|RO:0002434|gene|HGNC||49
123|gene|MGI|interacts_with|RO:0002434|gene|FlyBase||30
124|gene|FlyBase|interacts_with|RO:0002434|gene|MGI||30
125|gene|HGNC|interacts_with|RO:0002434|gene|ZFIN||26
126|gene|ZFIN|interacts_with|RO:0002434|gene|HGNC||26
127|gene|MGI|interacts_with|RO:0002434|gene|ZFIN||17
128|gene|ZFIN|interacts_with|RO:0002434|gene|MGI||17
129|gene|MGI|interacts_with|RO:0002434|gene|WormBase||8
130|gene|WormBase|interacts_with|RO:0002434|gene|MGI||8
131|gene|MGI|interacts_with|RO:0002434|variant locus|MGI||45
132|gene|MGI|interacts_with|RO:0002434|sequence alteration|MGI||45
133|gene|HGNC|interacts_with|RO:0002434|molecular entity|HGNC||511
134|gene|MGI|interacts_with|RO:0002434|molecular entity|HGNC||1
135|gene|HGNC|contributes_to|RO:0002326|disease|MONDO||20739
136|gene|NCBIGene|contributes_to|RO:0002326|disease|MONDO||1631
137|gene|NCBIGene|contributes_to|RO:0002326|disease|OMIA||726
138|gene|Orphanet|contributes_to|RO:0002326|disease|MONDO||5
139|gene|HGNC|contributes_to|RO:0002326|disease|OMIA||2
140|gene|RGD|contributes_to|RO:0002326|disease|OMIA||1
141|gene|MGI|has_phenotype|RO:0002200|clinical_course|MP||10554
142|gene|MGI|has_phenotype|RO:0002200|clinical_course|HP||685
143|gene|HGNC|has_phenotype|RO:0002200|clinical_course|HP||322
144|gene|NCBIGene|has_phenotype|RO:0002200|clinical_course|MP||31
145|gene|NCBIGene|has_phenotype|RO:0002200|clinical_course|HP||11
146|gene|ZFIN|has_phenotype|RO:0002200|clinical_course|MP||2
147|gene|ZFIN|has_phenotype|RO:0002200|clinical_course|ZP||1
148|gene|RGD|has_phenotype|RO:0002200|clinical_course|MP||1
149|gene|HGNC|interacts_with|RO:0002434|sequence feature|HGNC||1888890
150|gene|MGI|interacts_with|RO:0002434|sequence feature|MGI||1596746
151|gene|RGD|interacts_with|RO:0002434|sequence feature|RGD||988592
152|gene|ZFIN|interacts_with|RO:0002434|sequence feature|ZFIN||793739
153|gene|FlyBase|interacts_with|RO:0002434|sequence feature|FlyBase||636669
154|gene|WormBase|interacts_with|RO:0002434|sequence feature|WormBase||466907
155|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|RGD||101540
156|gene|RGD|interacts_with|RO:0002434|sequence feature|ENSEMBL||101540
157|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|ENSEMBL||69489
158|gene|HGNC|interacts_with|RO:0002434|sequence feature|MGI||19849
159|gene|MGI|interacts_with|RO:0002434|sequence feature|HGNC||19849
160|gene|ZFIN|interacts_with|RO:0002434|sequence feature|ENSEMBL||13718
161|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|ZFIN||13718
162|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|FlyBase||10508
163|gene|FlyBase|interacts_with|RO:0002434|sequence feature|ENSEMBL||10508
164|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|ZFIN||8567
165|gene|ZFIN|interacts_with|RO:0002434|sequence feature|NCBIGene||8567
166|gene|RGD|interacts_with|RO:0002434|sequence feature|NCBIGene||1618
167|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|RGD||1618
168|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|WormBase||1229
169|gene|WormBase|interacts_with|RO:0002434|sequence feature|NCBIGene||1229
170|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|WormBase||994
171|gene|WormBase|interacts_with|RO:0002434|sequence feature|ENSEMBL||994
172|gene|MGI|interacts_with|RO:0002434|sequence feature|ENSEMBL||712
173|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|MGI||712
174|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|ENSEMBL||688
175|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|NCBIGene||688
176|gene|HGNC|interacts_with|RO:0002434|sequence feature|ENSEMBL||602
177|gene|ENSEMBL|interacts_with|RO:0002434|sequence feature|HGNC||602
178|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|NCBIGene||401
179|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|HGNC||218
180|gene|HGNC|interacts_with|RO:0002434|sequence feature|NCBIGene||218
181|gene|NCBIGene|interacts_with|RO:0002434|sequence feature|MGI||164
182|gene|MGI|interacts_with|RO:0002434|sequence feature|NCBIGene||164
183|gene|FlyBase|interacts_with|RO:0002434|sequence feature|HGNC||117
184|gene|HGNC|interacts_with|RO:0002434|sequence feature|FlyBase||117
185|gene|WormBase|interacts_with|RO:0002434|sequence feature|HGNC||49
186|gene|HGNC|interacts_with|RO:0002434|sequence feature|WormBase||49
187|gene|MGI|interacts_with|RO:0002434|sequence feature|FlyBase||30
188|gene|FlyBase|interacts_with|RO:0002434|sequence feature|MGI||30
189|gene|HGNC|interacts_with|RO:0002434|sequence feature|ZFIN||26
190|gene|ZFIN|interacts_with|RO:0002434|sequence feature|HGNC||26
191|gene|MGI|interacts_with|RO:0002434|sequence feature|ZFIN||17
192|gene|ZFIN|interacts_with|RO:0002434|sequence feature|MGI||17
193|gene|MGI|interacts_with|RO:0002434|sequence feature|WormBase||8
194|gene|WormBase|interacts_with|RO:0002434|sequence feature|MGI||8
195|gene|HGNC|contributes_to|RO:0002326|quality|MONDO||14254
196|gene|NCBIGene|contributes_to|RO:0002326|quality|MONDO||582
197|gene|ZFIN|has_phenotype|RO:0002200|quality|ZP||84
198|gene|MGI|has_phenotype|RO:0002200|quality|MP||83
199|gene|NCBIGene|contributes_to|RO:0002326|quality|OMIA||57
200|gene|Orphanet|contributes_to|RO:0002326|quality|MONDO||5
201|gene|NCBIGene|has_phenotype|RO:0002200|quality|MP||1
202|gene|HGNC|has_phenotype|RO:0002200|phenotype|HP||583127
203|gene|MGI|has_phenotype|RO:0002200|phenotype|MP||137048
204|gene|NCBIGene|has_phenotype|RO:0002200|phenotype|HP||70311
205|gene|SGD|has_phenotype|RO:0002200|phenotype|MONARCH||59770
206|gene|MGI|has_phenotype|RO:0002200|phenotype|HP||57552
207|gene|ZFIN|has_phenotype|RO:0002200|phenotype|ZP||51594
208|gene|SGD|has_phenotype|RO:0002200|phenotype|APO||8454
209|gene|RGD|has_phenotype|RO:0002200|phenotype|MP||1227
210|gene|NCBIGene|has_phenotype|RO:0002200|phenotype|MP||412
211|gene|MGI|has_phenotype|RO:0002200|phenotype|GO||238
212|gene|Orphanet|has_phenotype|RO:0002200|phenotype|HP||185
213|gene|ZFIN|has_phenotype|RO:0002200|phenotype|HP||182
214|gene|ZFIN|has_phenotype|RO:0002200|phenotype|MP||133
215|gene|NCBIGene|has_phenotype|RO:0002200|phenotype|UBERON||13
216|gene|WormBase|has_phenotype|RO:0002200|phenotype|GO||11
217|gene|RGD|has_phenotype|RO:0002200|phenotype|HP||9
218|gene|NCBIGene|has_phenotype|RO:0002200|phenotype|GO||8
219|gene|SGD|has_phenotype|RO:0002200|phenotype|GO||6
220|gene|NCBIGene|has_phenotype|RO:0002200|phenotype|NBO||3
221|gene|NCBIGene|has_phenotype|RO:0002200|phenotype|CL||2
222|inheritance|HP|subclass_of|owl:subClassOf|phenotype|HP||1
223|genotype|MGI|has_phenotype|RO:0002200|clinical_course|MP||1
224|genotype|MGI|has_phenotype|RO:0002200|phenotype|MP||7
225|genotype|MGI|has_phenotype|RO:0002200|phenotype|HP||3
226|variant locus|MGI|interacts_with|RO:0002434|gene|MGI||45
227|variant locus|MGI|has_phenotype|RO:0002200|clinical_course|MP||508
228|variant locus|MGI|has_phenotype|RO:0002200|clinical_course|HP||24
229|variant locus|MGI|interacts_with|RO:0002434|sequence feature|MGI||45
230|variant locus|MGI|has_phenotype|RO:0002200|phenotype|MP||4975
231|variant locus|MGI|has_phenotype|RO:0002200|phenotype|HP||3737
232|variant locus|MGI|has_phenotype|RO:0002200|phenotype|GO||196
233|sequence alteration|MGI|interacts_with|RO:0002434|gene|MGI||45
234|sequence alteration|MGI|has_phenotype|RO:0002200|clinical_course|MP||508
235|sequence alteration|MGI|has_phenotype|RO:0002200|clinical_course|HP||24
236|sequence alteration|MGI|interacts_with|RO:0002434|sequence feature|MGI||45
237|sequence alteration|MGI|has_phenotype|RO:0002200|phenotype|MP||4975
238|sequence alteration|MGI|has_phenotype|RO:0002200|phenotype|HP||3737
239|sequence alteration|MGI|has_phenotype|RO:0002200|phenotype|GO||196
240|snv|MGI|has_phenotype|RO:0002200|clinical_course|MP||2
241|snv|MGI|has_phenotype|RO:0002200|phenotype|HP||48
242|snv|MGI|has_phenotype|RO:0002200|phenotype|MP||24
243|molecular entity|HGNC|interacts_with|RO:0002434|gene|HGNC||511
244|molecular entity|HGNC|interacts_with|RO:0002434|gene|MGI||1
245|molecular entity|HGNC|interacts_with|RO:0002434|molecular entity|HGNC||1
246|molecular entity|HGNC|contributes_to|RO:0002326|disease|MONDO||1065
247|molecular entity|HGNC|has_phenotype|RO:0002200|clinical_course|HP||3
248|molecular entity|HGNC|interacts_with|RO:0002434|sequence feature|HGNC||511
249|molecular entity|HGNC|interacts_with|RO:0002434|sequence feature|MGI||1
250|molecular entity|HGNC|contributes_to|RO:0002326|quality|MONDO||497
251|molecular entity|HGNC|has_phenotype|RO:0002200|phenotype|HP||38431
252|disease|MONDO|contributes_to|RO:0002326|gene|HGNC||20739
253|disease|MONDO|contributes_to|RO:0002326|gene|NCBIGene||1631
254|disease|OMIA|contributes_to|RO:0002326|gene|NCBIGene||726
255|disease|MONDO|contributes_to|RO:0002326|gene|Orphanet||5
256|disease|OMIA|contributes_to|RO:0002326|gene|HGNC||2
257|disease|OMIA|contributes_to|RO:0002326|gene|RGD||1
258|disease|MONDO|contributes_to|RO:0002326|molecular entity|HGNC||1065
259|disease|MONDO|subclass_of|owl:subClassOf|disease|MONDO||72850
260|disease|OMIA|subclass_of|owl:subClassOf|disease|OMIA||6464
261|disease|OMIA|subclass_of|owl:subClassOf|disease|MONDO||1766
262|disease|MONDO|subclass_of|owl:subClassOf|disease|OMIA||1766
263|disease|MONDO|subclass_of|owl:subClassOf|disease|SNOMED||235
264|disease|SNOMED|subclass_of|owl:subClassOf|disease|MONDO||235
265|disease|MONDO|subclass_of|owl:subClassOf|disease|NCIT||151
266|disease|NCIT|subclass_of|owl:subClassOf|disease|MONDO||151
267|disease|NCIT|subclass_of|owl:subClassOf|disease|NCIT||98
268|disease|MPATH|subclass_of|owl:subClassOf|disease|MONDO||65
269|disease|MONDO|subclass_of|owl:subClassOf|disease|MPATH||65
270|disease|MPATH|subclass_of|owl:subClassOf|disease|MPATH||36
271|disease|NCIT|subclass_of|owl:subClassOf|disease|MPATH||9
272|disease|MPATH|subclass_of|owl:subClassOf|disease|NCIT||9
273|disease|HGNC|subclass_of|owl:subClassOf|disease|MONDO||1
274|disease|MONDO|subclass_of|owl:subClassOf|disease|HGNC||1
275|disease|MONDO|contributes_to|RO:0002326|sequence feature|HGNC||20739
276|disease|MONDO|contributes_to|RO:0002326|sequence feature|NCBIGene||1631
277|disease|OMIA|contributes_to|RO:0002326|sequence feature|NCBIGene||726
278|disease|MONDO|contributes_to|RO:0002326|sequence feature|Orphanet||5
279|disease|OMIA|contributes_to|RO:0002326|sequence feature|HGNC||2
280|disease|MONDO|subclass_of|owl:subClassOf|sequence feature|HGNC||1
281|disease|OMIA|contributes_to|RO:0002326|sequence feature|RGD||1
282|disease|MONDO|subclass_of|owl:subClassOf|quality|MONDO||61543
283|disease|OMIA|subclass_of|owl:subClassOf|quality|OMIA||264
284|disease|MONDO|subclass_of|owl:subClassOf|quality|PATO||85
285|disease|NCIT|subclass_of|owl:subClassOf|quality|MONDO||80
286|disease|MONDO|subclass_of|owl:subClassOf|quality|NCIT||53
287|disease|MONDO|subclass_of|owl:subClassOf|quality|OMIA||50
288|disease|OMIA|subclass_of|owl:subClassOf|quality|MONDO||50
289|disease|MPATH|subclass_of|owl:subClassOf|quality|MONDO||42
290|disease|NCIT|subclass_of|owl:subClassOf|quality|NCIT||25
291|disease|MONDO|subclass_of|owl:subClassOf|quality|MPATH||17
292|disease|NCIT|subclass_of|owl:subClassOf|quality|MPATH||6
293|disease|MPATH|subclass_of|owl:subClassOf|quality|MPATH||6
294|disease|MPATH|subclass_of|owl:subClassOf|quality|NCIT||5
295|disease|MONDO|subclass_of|owl:subClassOf|quality|HGNC||1
296|disease|HGNC|subclass_of|owl:subClassOf|quality|MONDO||1
297|disease|MONDO|has_quality|has_quality|phenotype|MPATH||25
298|clinical_course|MP|has_phenotype|RO:0002200|organism|MGI||1
299|clinical_course|MP|has_phenotype|RO:0002200|gene|MGI||10554
300|clinical_course|HP|has_phenotype|RO:0002200|gene|MGI||685
301|clinical_course|HP|has_phenotype|RO:0002200|gene|HGNC||322
302|clinical_course|MP|has_phenotype|RO:0002200|gene|NCBIGene||31
303|clinical_course|HP|has_phenotype|RO:0002200|gene|NCBIGene||11
304|clinical_course|MP|has_phenotype|RO:0002200|gene|ZFIN||2
305|clinical_course|ZP|has_phenotype|RO:0002200|gene|ZFIN||1
306|clinical_course|MP|has_phenotype|RO:0002200|gene|RGD||1
307|clinical_course|MP|has_phenotype|RO:0002200|genotype|MGI||1
308|clinical_course|MP|has_phenotype|RO:0002200|variant locus|MGI||508
309|clinical_course|HP|has_phenotype|RO:0002200|variant locus|MGI||24
310|clinical_course|MP|has_phenotype|RO:0002200|sequence alteration|MGI||508
311|clinical_course|HP|has_phenotype|RO:0002200|sequence alteration|MGI||24
312|clinical_course|MP|has_phenotype|RO:0002200|snv|MGI||2
313|clinical_course|HP|has_phenotype|RO:0002200|molecular entity|HGNC||3
314|clinical_course|MP|subclass_of|owl:subClassOf|clinical_course|MP||154
315|clinical_course|HP|subclass_of|owl:subClassOf|clinical_course|HP||16
316|clinical_course|HP|subclass_of|owl:subClassOf|clinical_course|MP||9
317|clinical_course|MP|subclass_of|owl:subClassOf|clinical_course|HP||9
318|clinical_course|WBPhenotype|subclass_of|owl:subClassOf|clinical_course|WBPhenotype||2
319|clinical_course|MP|subclass_of|owl:subClassOf|clinical_course|ZP||1
320|clinical_course|WBPhenotype|subclass_of|owl:subClassOf|clinical_course|MP||1
321|clinical_course|ZP|subclass_of|owl:subClassOf|clinical_course|MP||1
322|clinical_course|MP|subclass_of|owl:subClassOf|clinical_course|WBPhenotype||1
323|clinical_course|MP|has_entity|has_entity|anatomical entity|UBERON||2
324|clinical_course|WBPhenotype|has_entity|has_entity|anatomical entity|WBbt||1
325|clinical_course|MP|has_phenotype|RO:0002200|sequence feature|MGI||10554
326|clinical_course|HP|has_phenotype|RO:0002200|sequence feature|MGI||685
327|clinical_course|HP|has_phenotype|RO:0002200|sequence feature|HGNC||322
328|clinical_course|MP|has_phenotype|RO:0002200|sequence feature|NCBIGene||31
329|clinical_course|HP|has_phenotype|RO:0002200|sequence feature|NCBIGene||11
330|clinical_course|MP|has_phenotype|RO:0002200|sequence feature|ZFIN||2
331|clinical_course|ZP|has_phenotype|RO:0002200|sequence feature|ZFIN||1
332|clinical_course|MP|has_phenotype|RO:0002200|sequence feature|RGD||1
333|clinical_course|MP|has_quality|has_quality|quality|PATO||5
334|clinical_course|WBPhenotype|has_quality|has_quality|quality|PATO||1
335|clinical_course|ZP|has_quality|has_quality|quality|PATO||1
336|clinical_course|MP|subclass_of|owl:subClassOf|phenotype|MP||168
337|clinical_course|HP|subclass_of|owl:subClassOf|phenotype|HP||16
338|clinical_course|MP|subclass_of|owl:subClassOf|phenotype|HP||12
339|clinical_course|HP|subclass_of|owl:subClassOf|phenotype|MP||10
340|clinical_course|WBPhenotype|subclass_of|owl:subClassOf|phenotype|WBPhenotype||4
341|clinical_course|MP|subclass_of|owl:subClassOf|phenotype|ZP||3
342|clinical_course|MP|subclass_of|owl:subClassOf|phenotype|GO||2
343|clinical_course|ZP|subclass_of|owl:subClassOf|phenotype|GO||1
344|clinical_course|MP|subclass_of|owl:subClassOf|phenotype|UBERON||1
345|clinical_course|WBPhenotype|subclass_of|owl:subClassOf|phenotype|MP||1
346|clinical_course|ZP|subclass_of|owl:subClassOf|phenotype|MP||1
347|clinical_course|MP|subclass_of|owl:subClassOf|phenotype|WBPhenotype||1
348|anatomical entity|CLO|subclass_of|owl:subClassOf|cellular component|CLO||77698
349|anatomical entity|FBbt|subclass_of|owl:subClassOf|cellular component|FBbt||11997
350|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|CL||6286
351|anatomical entity|ZFA|subclass_of|owl:subClassOf|cellular component|ZFA||1828
352|anatomical entity|FMA|subclass_of|owl:subClassOf|cellular component|FMA||1743
353|anatomical entity|FMA|subclass_of|owl:subClassOf|cellular component|CL||670
354|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|FMA||670
355|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|ZFA||443
356|anatomical entity|ZFA|subclass_of|owl:subClassOf|cellular component|CL||443
357|anatomical entity|FBbt|subclass_of|owl:subClassOf|cellular component|CL||332
358|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|FBbt||332
359|anatomical entity|WBbt|subclass_of|owl:subClassOf|cellular component|WBbt||245
360|anatomical entity|UBERON|part_of|BFO:0000051|cellular component|CL||170
361|anatomical entity|UBERON|subclass_of|owl:subClassOf|cellular component|ZFA||124
362|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|WBbt||32
363|anatomical entity|WBbt|subclass_of|owl:subClassOf|cellular component|CL||32
364|anatomical entity|UBERON|subclass_of|owl:subClassOf|cellular component|FBbt||19
365|anatomical entity|UBERON|subclass_of|owl:subClassOf|cellular component|WBbt||12
366|anatomical entity|CLO|subclass_of|owl:subClassOf|cellular component|http||10
367|anatomical entity|http|subclass_of|owl:subClassOf|cellular component|CLO||10
368|anatomical entity|UBERON|subclass_of|owl:subClassOf|cellular component|UBERON||4
369|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|MA||3
370|anatomical entity|MA|subclass_of|owl:subClassOf|cellular component|CL||3
371|anatomical entity|UBERON|subclass_of|owl:subClassOf|cellular component|FMA||1
372|anatomical entity|UBERON|part_of|BFO:0000051|cellular component|UBERON||1
373|anatomical entity|OBI|subclass_of|owl:subClassOf|cellular component|CLO||1
374|anatomical entity|OBI|subclass_of|owl:subClassOf|cellular component|CL||1
375|anatomical entity|CLO|subclass_of|owl:subClassOf|cellular component|OBI||1
376|anatomical entity|UBERON|subclass_of|owl:subClassOf|cellular component|CL||1
377|anatomical entity|CL|subclass_of|owl:subClassOf|cellular component|OBI||1
378|anatomical entity|UBERON|has_entity|has_entity|clinical_course|MP||2
379|anatomical entity|WBbt|has_entity|has_entity|clinical_course|WBPhenotype||1
380|anatomical entity|CLO|subclass_of|owl:subClassOf|anatomical entity|CLO||77698
