|subject_category|subject_prefix|edge_type|object_category|object_prefix|provided_by|frequency
167|phenotypic_feature|UMLS|negatively_regulates|biological_process_or_activity|UMLS|semmeddb_sulab|1
168|phenotypic_feature|UMLS|subclass_of|biological_process_or_activity|UMLS|semmeddb_sulab|1
169|phenotypic_feature|UMLS|location_of|cell|UMLS|semmeddb_sulab|77
170|phenotypic_feature|UMLS|part_of|cell|UMLS|semmeddb_sulab|36
171|phenotypic_feature|UMLS|affects|cell|UMLS|semmeddb_sulab|21
172|phenotypic_feature|UMLS|produces|cell|UMLS|semmeddb_sulab|11
173|phenotypic_feature|UMLS|coexists_with|cell|UMLS|semmeddb_sulab|1
174|phenotypic_feature|UMLS|negatively_regulates|protein|UMLS|semmeddb_sulab|78
175|phenotypic_feature|UMLS|positively_regulates|protein|UMLS|semmeddb_sulab|75
176|phenotypic_feature|UMLS|interacts_with|protein|UMLS|semmeddb_sulab|57
177|phenotypic_feature|UMLS|affects|protein|UMLS|semmeddb_sulab|47
178|phenotypic_feature|UMLS|coexists_with|protein|UMLS|semmeddb_sulab|44
179|phenotypic_feature|UMLS|produces|protein|UMLS|semmeddb_sulab|20
180|phenotypic_feature|UMLS|part_of|protein|UMLS|semmeddb_sulab|3
181|phenotypic_feature|UMLS|related_to|protein|UMLS|semmeddb_sulab|2
182|phenotypic_feature|UMLS|derives_into|protein|UMLS|semmeddb_sulab|1
183|phenotypic_feature|UMLS|subclass_of|protein|UMLS|semmeddb_sulab|1
184|phenotypic_feature|UMLS|coexists_with|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|2489
185|phenotypic_feature|UMLS|predisposes|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|1246
186|phenotypic_feature|UMLS|subclass_of|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|411
187|phenotypic_feature|UMLS|affects|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|349
188|phenotypic_feature|UMLS|manifestation_of|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|165
189|phenotypic_feature|UMLS|related_to|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|162
190|phenotypic_feature|UMLS|treats|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|104
191|phenotypic_feature|UMLS|causes|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|71
192|phenotypic_feature|UMLS|prevents|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|20
193|phenotypic_feature|UMLS|negatively_regulates|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|12
194|phenotypic_feature|UMLS|produces|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|6
195|phenotypic_feature|UMLS|part_of|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|3
196|phenotypic_feature|UMLS|precedes|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|3
197|phenotypic_feature|UMLS|interacts_with|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|1
198|phenotypic_feature|UMLS|affects|biological_entity|UMLS|semmeddb_sulab|220
199|phenotypic_feature|UMLS|interacts_with|biological_entity|UMLS|semmeddb_sulab|90
200|phenotypic_feature|UMLS|negatively_regulates|biological_entity|UMLS|semmeddb_sulab|78
201|phenotypic_feature|UMLS|coexists_with|biological_entity|UMLS|semmeddb_sulab|78
202|phenotypic_feature|UMLS|positively_regulates|biological_entity|UMLS|semmeddb_sulab|76
203|phenotypic_feature|UMLS|produces|biological_entity|UMLS|semmeddb_sulab|35
204|phenotypic_feature|UMLS|part_of|biological_entity|UMLS|semmeddb_sulab|19
205|phenotypic_feature|UMLS|related_to|biological_entity|UMLS|semmeddb_sulab|10
206|phenotypic_feature|UMLS|derives_into|biological_entity|UMLS|semmeddb_sulab|7
207|phenotypic_feature|UMLS|subclass_of|biological_entity|UMLS|semmeddb_sulab|3
208|phenotypic_feature|UMLS|location_of|gross_anatomical_structure|UMLS|semmeddb_sulab|436
209|phenotypic_feature|UMLS|part_of|gross_anatomical_structure|UMLS|semmeddb_sulab|55
210|phenotypic_feature|UMLS|affects|gross_anatomical_structure|UMLS|semmeddb_sulab|31
211|phenotypic_feature|UMLS|related_to|gross_anatomical_structure|UMLS|semmeddb_sulab|12
212|phenotypic_feature|UMLS|produces|gross_anatomical_structure|UMLS|semmeddb_sulab|4
213|phenotypic_feature|UMLS|negatively_regulates|chemical_substance|UMLS|semmeddb_sulab|428
214|phenotypic_feature|UMLS|interacts_with|chemical_substance|UMLS|semmeddb_sulab|310
215|phenotypic_feature|UMLS|positively_regulates|chemical_substance|UMLS|semmeddb_sulab|281
216|phenotypic_feature|UMLS|affects|chemical_substance|UMLS|semmeddb_sulab|264
217|phenotypic_feature|UMLS|coexists_with|chemical_substance|UMLS|semmeddb_sulab|234
218|phenotypic_feature|UMLS|produces|chemical_substance|UMLS|semmeddb_sulab|31
219|phenotypic_feature|UMLS|part_of|chemical_substance|UMLS|semmeddb_sulab|27
220|phenotypic_feature|UMLS|related_to|chemical_substance|UMLS|semmeddb_sulab|9
221|phenotypic_feature|UMLS|derives_into|chemical_substance|UMLS|semmeddb_sulab|7
222|phenotypic_feature|UMLS|subclass_of|chemical_substance|UMLS|semmeddb_sulab|3
223|phenotypic_feature|UMLS|coexists_with|genomic_entity|UMLS|semmeddb_sulab|5
224|phenotypic_feature|UMLS|related_to|genomic_entity|UMLS|semmeddb_sulab|1
225|phenotypic_feature|UMLS|affects|genomic_entity|UMLS|semmeddb_sulab|1
226|phenotypic_feature|UMLS|subclass_of|genomic_entity|UMLS|semmeddb_sulab|1
227|activity_and_behavior|UMLS|affects|gene|UMLS|semmeddb_sulab|1862
228|activity_and_behavior|UMLS|related_to|gene|UMLS|semmeddb_sulab|829
229|activity_and_behavior|UMLS|produces|gene|UMLS|semmeddb_sulab|122
230|activity_and_behavior|UMLS|coexists_with|gene|UMLS|semmeddb_sulab|23
231|activity_and_behavior|UMLS|positively_regulates|gene|UMLS|semmeddb_sulab|17
232|activity_and_behavior|UMLS|negatively_regulates|gene|UMLS|semmeddb_sulab|8
233|activity_and_behavior|UMLS|interacts_with|gene|UMLS|semmeddb_sulab|1
234|activity_and_behavior|UMLS|affects|phenotypic_feature|UMLS|semmeddb_sulab|7
235|activity_and_behavior|UMLS|coexists_with|phenotypic_feature|UMLS|semmeddb_sulab|3
236|activity_and_behavior|UMLS|manifestation_of|phenotypic_feature|UMLS|semmeddb_sulab|1
237|activity_and_behavior|UMLS|affects|activity_and_behavior|UMLS|semmeddb_sulab|4680
238|activity_and_behavior|UMLS|subclass_of|activity_and_behavior|UMLS|semmeddb_sulab|2810
239|activity_and_behavior|UMLS|positively_regulates|activity_and_behavior|UMLS|semmeddb_sulab|28
240|activity_and_behavior|UMLS|coexists_with|activity_and_behavior|UMLS|semmeddb_sulab|26
241|activity_and_behavior|UMLS|manifestation_of|activity_and_behavior|UMLS|semmeddb_sulab|18
242|activity_and_behavior|UMLS|precedes|activity_and_behavior|UMLS|semmeddb_sulab|4
243|activity_and_behavior|UMLS|location_of|anatomical_entity|UMLS|semmeddb_sulab|213
244|activity_and_behavior|UMLS|produces|anatomical_entity|UMLS|semmeddb_sulab|17
245|activity_and_behavior|UMLS|related_to|anatomical_entity|UMLS|semmeddb_sulab|10
246|activity_and_behavior|UMLS|affects|anatomical_entity|UMLS|semmeddb_sulab|6
247|activity_and_behavior|UMLS|coexists_with|anatomical_entity|UMLS|semmeddb_sulab|4
248|activity_and_behavior|UMLS|precedes|anatomical_entity|UMLS|semmeddb_sulab|1
249|activity_and_behavior|UMLS|positively_regulates|anatomical_entity|UMLS|semmeddb_sulab|1
250|activity_and_behavior|UMLS|affects|cell_component|UMLS|semmeddb_sulab|76
251|activity_and_behavior|UMLS|location_of|cell_component|UMLS|semmeddb_sulab|23
252|activity_and_behavior|UMLS|produces|cell_component|UMLS|semmeddb_sulab|9
253|activity_and_behavior|UMLS|related_to|cell_component|UMLS|semmeddb_sulab|8
254|activity_and_behavior|UMLS|affects|biological_process_or_activity|UMLS|semmeddb_sulab|1772
255|activity_and_behavior|UMLS|coexists_with|biological_process_or_activity|UMLS|semmeddb_sulab|938
256|activity_and_behavior|UMLS|precedes|biological_process_or_activity|UMLS|semmeddb_sulab|226
257|activity_and_behavior|UMLS|subclass_of|biological_process_or_activity|UMLS|semmeddb_sulab|39
258|activity_and_behavior|UMLS|positively_regulates|biological_process_or_activity|UMLS|semmeddb_sulab|35
259|activity_and_behavior|UMLS|manifestation_of|biological_process_or_activity|UMLS|semmeddb_sulab|12
260|activity_and_behavior|UMLS|causes|biological_process_or_activity|UMLS|semmeddb_sulab|8
261|activity_and_behavior|UMLS|related_to|biological_process_or_activity|UMLS|semmeddb_sulab|1
262|activity_and_behavior|UMLS|produces|biological_process_or_activity|UMLS|semmeddb_sulab|1
263|activity_and_behavior|UMLS|location_of|cell|UMLS|semmeddb_sulab|72
264|activity_and_behavior|UMLS|affects|protein|UMLS|semmeddb_sulab|487
265|activity_and_behavior|UMLS|related_to|protein|UMLS|semmeddb_sulab|104
266|activity_and_behavior|UMLS|produces|protein|UMLS|semmeddb_sulab|73
267|activity_and_behavior|UMLS|positively_regulates|protein|UMLS|semmeddb_sulab|7
268|activity_and_behavior|UMLS|coexists_with|protein|UMLS|semmeddb_sulab|2
269|activity_and_behavior|UMLS|precedes|protein|UMLS|semmeddb_sulab|1
270|activity_and_behavior|UMLS|treats|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|13986
271|activity_and_behavior|UMLS|affects|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|5556
272|activity_and_behavior|UMLS|predisposes|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|5303
273|activity_and_behavior|UMLS|prevents|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|3289
274|activity_and_behavior|UMLS|coexists_with|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|1555
275|activity_and_behavior|UMLS|causes|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|1278
276|activity_and_behavior|UMLS|related_to|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|788
277|activity_and_behavior|UMLS|manifestation_of|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|314
278|activity_and_behavior|UMLS|subclass_of|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|174
279|activity_and_behavior|UMLS|precedes|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|44
280|activity_and_behavior|UMLS|positively_regulates|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|5
281|activity_and_behavior|UMLS|produces|disease_or_phenotypic_feature|UMLS|semmeddb_sulab|1
282|activity_and_behavior|UMLS|affects|biological_entity|UMLS|semmeddb_sulab|1631
283|activity_and_behavior|UMLS|related_to|biological_entity|UMLS|semmeddb_sulab|304
284|activity_and_behavior|UMLS|produces|biological_entity|UMLS|semmeddb_sulab|275
285|activity_and_behavior|UMLS|coexists_with|biological_entity|UMLS|semmeddb_sulab|33
286|activity_and_behavior|UMLS|negatively_regulates|biological_entity|UMLS|semmeddb_sulab|30
287|activity_and_behavior|UMLS|positively_regulates|biological_entity|UMLS|semmeddb_sulab|18
288|activity_and_behavior|UMLS|precedes|biological_entity|UMLS|semmeddb_sulab|4
289|activity_and_behavior|UMLS|interacts_with|biological_entity|UMLS|semmeddb_sulab|1
290|activity_and_behavior|UMLS|location_of|gross_anatomical_structure|UMLS|semmeddb_sulab|879
291|activity_and_behavior|UMLS|related_to|gross_anatomical_structure|UMLS|semmeddb_sulab|16
292|activity_and_behavior|UMLS|produces|gross_anatomical_structure|UMLS|semmeddb_sulab|6
293|activity_and_behavior|UMLS|affects|gross_anatomical_structure|UMLS|semmeddb_sulab|6
294|activity_and_behavior|UMLS|coexists_with|gross_anatomical_structure|UMLS|semmeddb_sulab|1
295|activity_and_behavior|UMLS|part_of|gross_anatomical_structure|UMLS|semmeddb_sulab|1
296|activity_and_behavior|UMLS|affects|chemical_substance|UMLS|semmeddb_sulab|3319
297|activity_and_behavior|UMLS|negatively_regulates|chemical_substance|UMLS|semmeddb_sulab|226
298|activity_and_behavior|UMLS|related_to|chemical_substance|UMLS|semmeddb_sulab|162
299|activity_and_behavior|UMLS|produces|chemical_substance|UMLS|semmeddb_sulab|107
300|activity_and_behavior|UMLS|coexists_with|chemical_substance|UMLS|semmeddb_sulab|94
301|activity_and_behavior|UMLS|positively_regulates|chemical_substance|UMLS|semmeddb_sulab|79
302|activity_and_behavior|UMLS|precedes|chemical_substance|UMLS|semmeddb_sulab|12
303|activity_and_behavior|UMLS|part_of|chemical_substance|UMLS|semmeddb_sulab|1
304|activity_and_behavior|UMLS|affects|genomic_entity|UMLS|semmeddb_sulab|11
305|activity_and_behavior|UMLS|related_to|genomic_entity|UMLS|semmeddb_sulab|11
306|anatomical_entity|UMLS|location_of|gene|UMLS|semmeddb_sulab|31217
307|anatomical_entity|UMLS|part_of|gene|UMLS|semmeddb_sulab|10179
308|anatomical_entity|UMLS|produces|gene|UMLS|semmeddb_sulab|3623
309|anatomical_entity|UMLS|affects|gene|UMLS|semmeddb_sulab|775
310|anatomical_entity|UMLS|coexists_with|gene|UMLS|semmeddb_sulab|12
311|anatomical_entity|UMLS|negatively_regulates|gene|UMLS|semmeddb_sulab|5
312|anatomical_entity|UMLS|positively_regulates|gene|UMLS|semmeddb_sulab|5
313|anatomical_entity|UMLS|interacts_with|gene|UMLS|semmeddb_sulab|4
314|anatomical_entity|UMLS|related_to|gene|UMLS|semmeddb_sulab|3
315|anatomical_entity|UMLS|location_of|phenotypic_feature|UMLS|semmeddb_sulab|128
316|anatomical_entity|UMLS|related_to|phenotypic_feature|UMLS|semmeddb_sulab|100
317|anatomical_entity|UMLS|part_of|phenotypic_feature|UMLS|semmeddb_sulab|5
318|anatomical_entity|UMLS|subclass_of|phenotypic_feature|UMLS|semmeddb_sulab|1
319|anatomical_entity|UMLS|location_of|activity_and_behavior|UMLS|semmeddb_sulab|213
320|anatomical_entity|UMLS|produces|activity_and_behavior|UMLS|semmeddb_sulab|17
321|anatomical_entity|UMLS|related_to|activity_and_behavior|UMLS|semmeddb_sulab|10
